"txn_id","amount","counterparty_name","counterparty_iban","purpose","currency","side","booking_date","value_date"
"4739286184","1382","Aldi Sued","DE89700800000000057526","Vielen Dank für Ihren Einkauf","EUR","debit","2025-03-15 23:00:00+00","2025-03-15 23:00:00+00"
"4739286176","2556","Aldi Sued","DE93700800000122221000","Vielen Dank für Ihren Einkauf","EUR","debit","2025-03-06 23:00:00+00","2025-03-06 23:00:00+00"
"4739286151","1382","Aldi Sued","DE89700800000000057526","Vielen Dank für Ihren Einkauf","EUR","debit","2025-02-11 23:00:00+00","2025-02-11 23:00:00+00"
"4739285603","2691","Aldi Sued","DE93700800000122221000","Vielen Dank für Ihren Einkauf","EUR","debit","2025-09-14 23:00:00+00","2025-09-14 23:00:00+00"
"4739285401","2556","Aldi Sued","DE93700800000122221000","Vielen Dank für Ihren Einkauf","EUR","debit","2025-03-06 23:00:00+00","2025-03-06 23:00:00+00"
"4739286117","2521","Aldi Sued","DE94700800000000003213","Vielen Dank für Ihren Einkauf","EUR","debit","2025-01-10 23:00:00+00","2025-01-10 23:00:00+00"
"4739286353","1382","Aldi Sued","DE74700800000035698700","Vielen Dank für Ihren Einkauf","EUR","debit","2025-08-22 23:00:00+00","2025-08-22 23:00:00+00"
"4739285326","2691","Aldi Sued","DE41700800000036213200","Vielen Dank für Ihren Einkauf","EUR","debit","2025-01-01 23:00:00+00","2025-01-01 23:00:00+00"
"4739285409","1382","Aldi Sued","DE89700800000000057526","Vielen Dank für Ihren Einkauf","EUR","debit","2025-03-15 23:00:00+00","2025-03-15 23:00:00+00"
"4739286344","2691","Aldi Sued","DE56700800000655132100","Vielen Dank für Ihren Einkauf","EUR","debit","2025-08-13 23:00:00+00","2025-08-13 23:00:00+00"
"4739286109","2691","Aldi Sued","DE41700800000036213200","Vielen Dank für Ihren Einkauf","EUR","debit","2025-01-01 23:00:00+00","2025-01-01 23:00:00+00"
"4739285612","1965","Aldi Sued","DE89700800000000057526","Vielen Dank für Ihren Einkauf","EUR","debit","2025-09-23 23:00:00+00","2025-09-23 23:00:00+00"
"4739285486","1869","Cafe und Konditorei","DE68700800000124515500","Vielen Dank für Ihren Besuch","EUR","debit","2025-05-25 23:00:00+00","2025-05-25 23:00:00+00"
"4739286124","1200","Cafe Glockenspiel","DE37700800000133332000","Vielen Dank für Ihren Besuch","EUR","debit","2025-01-17 23:00:00+00","2025-01-17 23:00:00+00"
"4739286328","2500","Cafe Guglhupf","DE23700800000124988700","Vielen Dank für Ihren Besuch","EUR","debit","2025-07-28 23:00:00+00","2025-07-28 23:00:00+00"
"4739285417","4545","Cafe am Dom","DE77700800000000998642","Vielen Dank für Ihren Besuch","EUR","debit","2025-03-22 23:00:00+00","2025-03-22 23:00:00+00"
"4739286363","1869","Cafe am Dom","DE77700800000000998642","Vielen Dank für Ihren Besuch","EUR","debit","2025-08-29 23:00:00+00","2025-08-29 23:00:00+00"
"4739285620","1869","Cafe Guglhupf","DE68700800000124515500","Vielen Dank für Ihren Besuch","EUR","debit","2025-09-30 23:00:00+00","2025-09-30 23:00:00+00"
"4739286158","1869","Cafe Ami","DE77700800000000998642","Vielen Dank für Ihren Besuch","EUR","debit","2025-02-18 23:00:00+00","2025-02-18 23:00:00+00"
"4739285519","1869","Cafe am Dom","DE23700800000124988700","Vielen Dank für Ihren Besuch","EUR","debit","2025-06-26 23:00:00+00","2025-06-26 23:00:00+00"
"4739286396","1869","Cafe Guglhupf","DE68700800000124515500","Vielen Dank für Ihren Besuch","EUR","debit","2025-09-30 23:00:00+00","2025-09-30 23:00:00+00"
"4739285587","1869","Cafe am Dom","DE77700800000000998642","Vielen Dank für Ihren Besuch","EUR","debit","2025-08-29 23:00:00+00","2025-08-29 23:00:00+00"
"4739286192","4545","Cafe am Dom","DE77700800000000998642","Vielen Dank für Ihren Besuch","EUR","debit","2025-03-22 23:00:00+00","2025-03-22 23:00:00+00"
"4739285451","1919","Cafe am Dom","DE77700800000000998642","Vielen Dank für Ihren Besuch","EUR","debit","2025-04-23 23:00:00+00","2025-04-23 23:00:00+00"
"4739285552","2500","Cafe Guglhupf","DE23700800000124988700","Vielen Dank für Ihren Besuch","EUR","debit","2025-07-28 23:00:00+00","2025-07-28 23:00:00+00"
"4739286295","1869","Cafe am Dom","DE23700800000124988700","Vielen Dank für Ihren Besuch","EUR","debit","2025-06-26 23:00:00+00","2025-06-26 23:00:00+00"
"4739285341","1200","Cafe Glockenspiel","DE37700800000133332000","Vielen Dank für Ihren Besuch","EUR","debit","2025-01-17 23:00:00+00","2025-01-17 23:00:00+00"
"4739286226","1919","Cafe am Dom","DE77700800000000998642","Vielen Dank für Ihren Besuch","EUR","debit","2025-04-23 23:00:00+00","2025-04-23 23:00:00+00"
"4739285383","1869","Cafe Ami","DE77700800000000998642","Vielen Dank für Ihren Besuch","EUR","debit","2025-02-18 23:00:00+00","2025-02-18 23:00:00+00"
"4739286261","1869","Cafe und Konditorei","DE68700800000124515500","Vielen Dank für Ihren Besuch","EUR","debit","2025-05-25 23:00:00+00","2025-05-25 23:00:00+00"
"4739285441","7623","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-04-14 23:00:00+00","2025-04-14 23:00:00+00"
"4739286216","7623","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-04-14 23:00:00+00","2025-04-14 23:00:00+00"
"4739286182","7623","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-03-13 23:00:00+00","2025-03-13 23:00:00+00"
"4739286115","7623","Nabholz Reifendienst","DE74700800000035698700","Vielen Dank für Ihren Auftrag","EUR","debit","2025-01-08 23:00:00+00","2025-01-08 23:00:00+00"
"4739286149","7623","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-02-09 23:00:00+00","2025-02-09 23:00:00+00"
"4739285475","7623","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-05-16 23:00:00+00","2025-05-16 23:00:00+00"
"4739286317","7623","Nabholz Reifendienst","DE26700800000012554200","Vielen Dank für Ihren Auftrag","EUR","debit","2025-07-19 23:00:00+00","2025-07-19 23:00:00+00"
"4739286250","7623","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-05-16 23:00:00+00","2025-05-16 23:00:00+00"
"4739285541","7623","Nabholz Reifendienst","DE26700800000012554200","Vielen Dank für Ihren Auftrag","EUR","debit","2025-07-19 23:00:00+00","2025-07-19 23:00:00+00"
"4739285575","1245","Nabholz Reifendienst","DE31700800000000024523","Vielen Dank für Ihren Auftrag","EUR","debit","2025-08-20 23:00:00+00","2025-08-20 23:00:00+00"
"4739285374","7623","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-02-09 23:00:00+00","2025-02-09 23:00:00+00"
"4739285610","6645","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-09-21 23:00:00+00","2025-09-21 23:00:00+00"
"4739286351","1245","Nabholz Reifendienst","DE31700800000000024523","Vielen Dank für Ihren Auftrag","EUR","debit","2025-08-20 23:00:00+00","2025-08-20 23:00:00+00"
"4739285332","7623","Nabholz Reifendienst","DE74700800000035698700","Vielen Dank für Ihren Auftrag","EUR","debit","2025-01-08 23:00:00+00","2025-01-08 23:00:00+00"
"4739286283","7623","Nabholz Reifendienst","DE02700800000056567800","Vielen Dank für Ihren Auftrag","EUR","debit","2025-06-17 23:00:00+00","2025-06-17 23:00:00+00"
"4739286386","6645","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-09-21 23:00:00+00","2025-09-21 23:00:00+00"
"4739285508","7623","Nabholz Reifendienst","DE02700800000056567800","Vielen Dank für Ihren Auftrag","EUR","debit","2025-06-17 23:00:00+00","2025-06-17 23:00:00+00"
"4739285407","7623","Nabholz Reifendienst","DE81700800000000025369","Vielen Dank für Ihren Auftrag","EUR","debit","2025-03-13 23:00:00+00","2025-03-13 23:00:00+00"
"4739285479","25100","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-05-20 23:00:00+00","2025-05-20 23:00:00+00"
"4739285328","5365","JET Tankstelle, Hohenlohe","DE79700800000001055545","Vielen Dank","EUR","debit","2025-01-03 23:00:00+00","2025-01-03 23:00:00+00"
"4739285330","8898","Aral Muenchen","DE24700800000116665500","Vielen Dank","EUR","debit","2025-01-05 23:00:00+00","2025-01-05 23:00:00+00"
"4739285331","10220","Lidl Leopoldstr.","DE77700800000000023113","Vielen Dank","EUR","debit","2025-01-06 23:00:00+00","2025-01-06 23:00:00+00"
"4739285333","6666","Hornbach AG","DE89700800000000057526","Vielen Dank","EUR","debit","2025-01-09 23:00:00+00","2025-01-09 23:00:00+00"
"4739285336","24500","Winzergenossenschaft Nordheim","DE91700800000161109500","Vielen Dank","EUR","debit","2025-01-12 23:00:00+00","2025-01-12 23:00:00+00"
"4739285338","26481","BMW Leasing","DE51700800000013546351","Vielen Dank","EUR","debit","2025-01-14 23:00:00+00","2025-01-14 23:00:00+00"
"4739285339","5836","Amazon Europe SA","DE78700800000144443000","Vielen Dank","EUR","debit","2025-01-15 23:00:00+00","2025-01-15 23:00:00+00"
"4739285345","12200","Restaurant Chang","DE05700800000069854321","Vielen Dank","EUR","debit","2025-01-21 23:00:00+00","2025-01-21 23:00:00+00"
"4739285362","12544","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-01-31 23:00:00+00","2025-01-31 23:00:00+00"
"4739285369","5010","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-02-04 23:00:00+00","2025-02-04 23:00:00+00"
"4739285372","12311","Aral Muenchen","DE90700800000000000569","Vielen Dank","EUR","debit","2025-02-06 23:00:00+00","2025-02-06 23:00:00+00"
"4739285373","9013","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-02-07 23:00:00+00","2025-02-07 23:00:00+00"
"4739285375","5863","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-02-10 23:00:00+00","2025-02-10 23:00:00+00"
"4739285378","24511","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-02-13 23:00:00+00","2025-02-13 23:00:00+00"
"4739285380","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-02-15 23:00:00+00","2025-02-15 23:00:00+00"
"4739285381","5836","Amazon Europe SA","DE71700800000812369800","Vielen Dank","EUR","debit","2025-02-16 23:00:00+00","2025-02-16 23:00:00+00"
"4739285387","3623","Confetti Restaurant","DE05700800000069854321","Vielen Dank","EUR","debit","2025-02-22 23:00:00+00","2025-02-22 23:00:00+00"
"4739285399","22212","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-03-04 23:00:00+00","2025-03-04 23:00:00+00"
"4739285403","6688","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-03-08 23:00:00+00","2025-03-08 23:00:00+00"
"4739285405","12300","Aral Muenchen","DE90700800000000000569","Vielen Dank","EUR","debit","2025-03-10 23:00:00+00","2025-03-10 23:00:00+00"
"4739285406","26001","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-03-11 23:00:00+00","2025-03-11 23:00:00+00"
"4739285408","5863","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-03-14 23:00:00+00","2025-03-14 23:00:00+00"
"4739285411","27470","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-03-17 23:00:00+00","2025-03-17 23:00:00+00"
"4739285413","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-03-19 23:00:00+00","2025-03-19 23:00:00+00"
"4739285414","5836","Amazon Europe SA","DE12700800000654654100","Vielen Dank","EUR","debit","2025-03-20 23:00:00+00","2025-03-20 23:00:00+00"
"4739285422","2536","Confetti Restaurant","DE05700800000069854321","Vielen Dank","EUR","debit","2025-03-26 23:00:00+00","2025-03-26 23:00:00+00"
"4739285433","26451","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-04-05 23:00:00+00","2025-04-05 23:00:00+00"
"4739285437","7695","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-04-09 23:00:00+00","2025-04-09 23:00:00+00"
"4739285439","11342","Aral Muenchen","DE90700800000000000569","Vielen Dank","EUR","debit","2025-04-11 23:00:00+00","2025-04-11 23:00:00+00"
"4739285440","26001","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-04-12 23:00:00+00","2025-04-12 23:00:00+00"
"4739285442","5863","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-04-15 23:00:00+00","2025-04-15 23:00:00+00"
"4739285445","27470","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-04-18 23:00:00+00","2025-04-18 23:00:00+00"
"4739285447","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-04-20 23:00:00+00","2025-04-20 23:00:00+00"
"4739285449","5836","Amazon Europe SA","DE39700800000000025446","Vielen Dank","EUR","debit","2025-04-21 23:00:00+00","2025-04-21 23:00:00+00"
"4739285456","3623","Confetti Restaurant","DE05700800000069854321","Vielen Dank","EUR","debit","2025-04-27 23:00:00+00","2025-04-27 23:00:00+00"
"4739285467","26451","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-05-07 23:00:00+00","2025-05-07 23:00:00+00"
"4739285471","5599","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-05-11 23:00:00+00","2025-05-11 23:00:00+00"
"4739285473","11145","Aral Muenchen","DE90700800000000000569","Vielen Dank","EUR","debit","2025-05-13 23:00:00+00","2025-05-13 23:00:00+00"
"4739285474","24584","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-05-14 23:00:00+00","2025-05-14 23:00:00+00"
"4739285476","7878","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-05-17 23:00:00+00","2025-05-17 23:00:00+00"
"4739285323","19000","Gasthaus Alter Wirt","DE94700800000000003213","Vielen Dank","EUR","debit","2024-12-30 23:00:00+00","2024-12-30 23:00:00+00"
"4739285482","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-05-22 23:00:00+00","2025-05-22 23:00:00+00"
"4739285483","5836","Amazon Europe SA","DE51700800000013546351","Vielen Dank","EUR","debit","2025-05-23 23:00:00+00","2025-05-23 23:00:00+00"
"4739285489","3623","Confetti Restaurant","DE90700800000000000569","Vielen Dank","EUR","debit","2025-05-29 23:00:00+00","2025-05-29 23:00:00+00"
"4739285490","25971","Bar Centrale","DE05700800000069854321","Vielen Dank","EUR","debit","2025-05-30 23:00:00+00","2025-05-30 23:00:00+00"
"4739285500","26451","Gasthaus Chinesischer Turm","DE45700800000000039985","Vielen Dank","EUR","debit","2025-06-08 23:00:00+00","2025-06-08 23:00:00+00"
"4739285504","7695","Friseur Haarmonie","DE50700800000000036985","Vielen Dank","EUR","debit","2025-06-12 23:00:00+00","2025-06-12 23:00:00+00"
"4739285506","11342","Agip Muenchen","DE79700800000001055545","Vielen Dank","EUR","debit","2025-06-14 23:00:00+00","2025-06-14 23:00:00+00"
"4739285507","26001","Lidl Leopoldstr.","DE90700800000000000569","Vielen Dank","EUR","debit","2025-06-15 23:00:00+00","2025-06-15 23:00:00+00"
"4739285509","5863","Hornbach AG","DE81700800000000025369","Vielen Dank","EUR","debit","2025-06-18 23:00:00+00","2025-06-18 23:00:00+00"
"4739285513","27470","Winzergenossenschaft Nordheim","DE69700800000123456921","Vielen Dank","EUR","debit","2025-06-21 23:00:00+00","2025-06-21 23:00:00+00"
"4739285515","26481","BMW Leasing","DE91700800000161109500","Vielen Dank","EUR","debit","2025-06-23 23:00:00+00","2025-06-23 23:00:00+00"
"4739285516","5836","Amazon Europe SA","DE37700800000133332000","Vielen Dank","EUR","debit","2025-06-24 23:00:00+00","2025-06-24 23:00:00+00"
"4739285522","3623","Restaurant Chang","DE90700800000000000569","Vielen Dank","EUR","debit","2025-06-30 23:00:00+00","2025-06-30 23:00:00+00"
"4739285533","18000","Gasthaus Alter Wirt","DE45700800000000039985","Vielen Dank","EUR","debit","2025-07-10 23:00:00+00","2025-07-10 23:00:00+00"
"4739285537","6694","SB-Tank Hohenlohe","DE33700800000012365894","Vielen Dank","EUR","debit","2025-07-14 23:00:00+00","2025-07-14 23:00:00+00"
"4739285539","11342","Aral Muenchen","DE79700800000001055545","Vielen Dank","EUR","debit","2025-07-16 23:00:00+00","2025-07-16 23:00:00+00"
"4739285540","26001","Lidl Leopoldstr.","DE90700800000000000569","Vielen Dank","EUR","debit","2025-07-17 23:00:00+00","2025-07-17 23:00:00+00"
"4739285542","5863","Hornbach AG","DE81700800000000025369","Vielen Dank","EUR","debit","2025-07-20 23:00:00+00","2025-07-20 23:00:00+00"
"4739285546","2245","Winzergenossenschaft Nordheim","DE42700800000056456500","Vielen Dank","EUR","debit","2025-07-23 23:00:00+00","2025-07-23 23:00:00+00"
"4739285549","26481","BMW Leasing","DE91700800000161109500","Vielen Dank","EUR","debit","2025-07-25 23:00:00+00","2025-07-25 23:00:00+00"
"4739285550","5836","Amazon Europe SA","DE37700800000133332000","Vielen Dank","EUR","debit","2025-07-26 23:00:00+00","2025-07-26 23:00:00+00"
"4739285556","3623","Restaurant La Villa","DE90700800000000000569","Vielen Dank","EUR","debit","2025-08-01 23:00:00+00","2025-08-01 23:00:00+00"
"4739285566","19000","Gasthaus Chinesischer Turm","DE45700800000000039985","Vielen Dank","EUR","debit","2025-08-11 23:00:00+00","2025-08-11 23:00:00+00"
"4739285570","7695","JET Tankstelle, Hohenlohe","DE77700800000000035432","Vielen Dank","EUR","debit","2025-08-15 23:00:00+00","2025-08-15 23:00:00+00"
"4739285572","11155","Aral Muenchen","DE79700800000001055545","Vielen Dank","EUR","debit","2025-08-17 23:00:00+00","2025-08-17 23:00:00+00"
"4739285573","26001","Edeka Simmel","DE90700800000000000569","Vielen Dank","EUR","debit","2025-08-18 23:00:00+00","2025-08-18 23:00:00+00"
"4739285576","5863","Hornbach AG","DE81700800000000025369","Vielen Dank","EUR","debit","2025-08-21 23:00:00+00","2025-08-21 23:00:00+00"
"4739285581","27470","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-08-24 23:00:00+00","2025-08-24 23:00:00+00"
"4739285584","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-08-26 23:00:00+00","2025-08-26 23:00:00+00"
"4739285585","5836","Amazon Europe SA","DE39700800000000025446","Vielen Dank","EUR","debit","2025-08-27 23:00:00+00","2025-08-27 23:00:00+00"
"4739285591","4445","Confetti Restaurant","DE05700800000069854321","Vielen Dank","EUR","debit","2025-09-02 23:00:00+00","2025-09-02 23:00:00+00"
"4739285601","20000","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-09-12 23:00:00+00","2025-09-12 23:00:00+00"
"4739285605","4545","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-09-16 23:00:00+00","2025-09-16 23:00:00+00"
"4739285607","11342","SB-Tank Hohenlohe","DE90700800000000000569","Vielen Dank","EUR","debit","2025-09-18 23:00:00+00","2025-09-18 23:00:00+00"
"4739285608","10085","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-09-19 23:00:00+00","2025-09-19 23:00:00+00"
"4739285611","5863","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-09-22 23:00:00+00","2025-09-22 23:00:00+00"
"4739285615","27470","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-09-25 23:00:00+00","2025-09-25 23:00:00+00"
"4739285617","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-09-27 23:00:00+00","2025-09-27 23:00:00+00"
